Date,msft,sp500,msft_lag1,price_msft
2019-01-25,-2.0432891845703125,22.429931640625,0.9483261108398438,104.77500915527344
2019-01-28,-2.0921707153320312,-20.909912109375,-2.0432891845703125,102.73171997070312
2019-01-29,3.3631210327148438,-3.85009765625,-2.0921707153320312,100.6395492553711
2019-01-30,-1.9064254760742188,41.050048828125,3.3631210327148438,104.00267028808594
2019-01-31,-1.613128662109375,23.050048828125,-1.9064254760742188,102.09624481201172
2019-02-01,2.8938522338867188,2.429931640625,-1.613128662109375,100.48311614990234
2019-02-04,1.4469223022460938,18.340087890625,2.8938522338867188,103.37696838378906
2019-02-05,-1.1634063720703125,12.829833984375,1.4469223022460938,104.82389068603516
2019-02-06,-0.743011474609375,-6.08984375,-1.1634063720703125,103.66048431396484
2019-02-07,0.39105987548828125,-25.56005859375,-0.743011474609375,102.91747283935547
2019-02-08,-0.41062164306640625,1.829833984375,0.39105987548828125,103.30853271484375
2019-02-11,1.603363037109375,1.920166015625,-0.41062164306640625,102.89791107177734
2019-02-12,-0.07822418212890625,34.929931640625,1.603363037109375,104.50127410888672
2019-02-13,0.08798980712890625,8.300048828125,-0.07822418212890625,104.42304992675781
2019-02-14,1.2905044555664062,-7.300048828125,0.08798980712890625,104.51103973388672
2019-02-15,-0.04888153076171875,29.8701171875,1.2905044555664062,105.80154418945312
2019-02-19,-0.5498199462890625,4.159912109375,-0.04888153076171875,105.7526626586914
2019-02-20,2.21893310546875,4.93994140625,-0.5498199462890625,105.20284271240234
2019-02-21,1.5316390991210938,-9.820068359375,2.21893310546875,107.4217758178711
2019-02-22,0.6087417602539062,17.7900390625,1.5316390991210938,108.95341491699219
2019-02-25,0.7560043334960938,3.440185546875,0.6087417602539062,109.5621566772461
2019-02-26,-0.186553955078125,-2.210205078125,0.7560043334960938,110.31816101074219
2019-02-27,-0.137451171875,-1.52001953125,-0.186553955078125,110.13160705566406
2019-02-28,0.4909210205078125,-7.889892578125,-0.137451171875,109.99415588378906
2019-03-01,-0.265106201171875,19.199951171875,0.4909210205078125,110.48507690429688
2019-03-04,-0.5498275756835938,-10.8798828125,-0.265106201171875,110.219970703125
2019-03-05,0.049102783203125,-3.16015625,-0.5498275756835938,109.6701431274414
2019-03-06,-1.3352890014648438,-18.199951171875,0.049102783203125,109.71924591064453
2019-03-07,0.11782073974609375,-22.52001953125,-1.3352890014648438,108.38395690917969
2019-03-08,2.2778472900390625,-5.85986328125,0.11782073974609375,108.50177764892578
2019-03-11,0.7756423950195312,40.22998046875,2.2778472900390625,110.77962493896484
2019-03-12,0.8639984130859375,8.219970703125,0.7756423950195312,111.55526733398438
2019-03-13,0.08837127685546875,19.39990234375,0.8639984130859375,112.41926574707031
2019-03-14,1.2960205078125,-2.43994140625,0.08837127685546875,112.50763702392578
2019-03-15,1.6298141479492188,14.0,1.2960205078125,113.80365753173828
2019-03-18,0.07855987548828125,10.4599609375,1.6298141479492188,115.4334716796875
2019-03-19,-0.1276397705078125,-0.369873046875,0.07855987548828125,115.51203155517578
2019-03-20,2.6509475708007812,-8.340087890625,-0.1276397705078125,115.38439178466797
2019-03-21,-3.1124038696289062,30.64990234375,2.6509475708007812,118.03533935546875
2019-03-22,0.5989227294921875,-54.169921875,-3.1124038696289062,114.92293548583984
2019-03-25,0.24544525146484375,-2.349853515625,0.5989227294921875,115.52185821533203
2019-03-26,-1.119293212890625,20.099853515625,0.24544525146484375,115.76730346679688
2019-03-27,0.15709686279296875,-13.08984375,-1.119293212890625,114.64801025390625
2019-03-28,0.9916610717773438,10.06982421875,0.15709686279296875,114.80510711669922
2019-03-29,1.06036376953125,18.9599609375,0.9916610717773438,115.79676818847656
2019-04-01,0.16690826416015625,32.7900390625,1.06036376953125,116.85713195800781
2019-04-02,0.765838623046875,0.050048828125,0.16690826416015625,117.02404022216797
2019-04-03,-0.5989151000976562,6.159912109375,0.765838623046875,117.78987884521484
2019-04-04,0.5203628540039062,5.989990234375,-0.5989151000976562,117.19096374511719
2019-04-05,0.03926849365234375,13.35009765625,0.5203628540039062,117.7113265991211
2019-04-08,-0.6381988525390625,3.030029296875,0.03926849365234375,117.75059509277344
2019-04-09,0.8934783935546875,-17.570068359375,-0.6381988525390625,117.11239624023438
2019-04-10,0.137451171875,10.010009765625,0.8934783935546875,118.00587463378906
2019-04-11,0.608734130859375,0.110107421875,0.137451171875,118.14332580566406
2019-04-12,0.09818267822265625,19.08984375,0.608734130859375,118.75205993652344
2019-04-15,-0.2749176025390625,-1.829833984375,0.09818267822265625,118.8502426147461
2019-04-16,0.9818344116210938,1.47998046875,-0.2749176025390625,118.57532501220703
2019-04-17,1.5709228515625,-6.610107421875,0.9818344116210938,119.55715942382812
2019-04-18,0.38291168212890625,4.580078125,1.5709228515625,121.12808227539062
2019-04-22,1.64947509765625,2.93994140625,0.38291168212890625,121.51099395751953
2019-04-23,-0.42218780517578125,25.7099609375,1.64947509765625,123.16046905517578
2019-04-24,4.0647735595703125,-6.429931640625,-0.42218780517578125,122.73828125
2019-04-25,0.7265396118164062,-1.080078125,4.0647735595703125,126.80305480957031
2019-04-26,-0.1178131103515625,13.7099609375,0.7265396118164062,127.52959442138672
2019-04-29,0.8149185180664062,3.150146484375,-0.1178131103515625,127.41178131103516
2019-04-30,-2.6705780029296875,2.800048828125,0.8149185180664062,128.22669982910156
2019-05-01,-1.6396484375,-22.10009765625,-2.6705780029296875,125.55612182617188
2019-05-02,2.6411209106445312,-6.2099609375,-1.6396484375,123.91647338867188
2019-05-03,-0.73638916015625,28.119873046875,2.6411209106445312,126.5575942993164
2019-05-06,-2.5821990966796875,-13.169921875,-0.73638916015625,125.82120513916016
2019-05-07,-0.00980377197265625,-48.419921875,-2.5821990966796875,123.23900604248047
2019-05-08,-0.00982666015625,-4.630126953125,-0.00980377197265625,123.22920227050781
2019-05-09,1.6003799438476562,-8.699951171875,-0.00982666015625,123.21937561035156
2019-05-10,-3.7113113403320312,10.679931640625,1.6003799438476562,124.81975555419922
2019-05-13,1.3549270629882812,-69.52978515625,-3.7113113403320312,121.10844421386719
2019-05-14,1.7245559692382812,22.539794921875,1.3549270629882812,122.46337127685547
2019-05-15,2.8676910400390625,16.550048828125,1.7245559692382812,124.18792724609375
2019-05-16,-0.8474807739257812,25.360107421875,2.8676910400390625,127.05561828613281
2019-05-17,-1.8231048583984375,-16.7900390625,-0.8474807739257812,126.20813751220703
2019-05-20,0.6701126098632812,-19.300048828125,-1.8231048583984375,124.3850326538086
2019-05-21,0.7587966918945312,24.130126953125,0.6701126098632812,125.05514526367188
2019-05-22,-1.4683303833007812,-8.090087890625,0.7587966918945312,125.8139419555664
2019-05-23,0.059112548828125,-34.030029296875,-1.4683303833007812,124.34561157226562
2019-05-24,-0.07881927490234375,3.820068359375,0.059112548828125,124.40472412109375
2019-05-28,-1.2022705078125,-23.670166015625,-0.07881927490234375,124.3259048461914
2019-05-29,0.7785110473632812,-19.369873046875,-1.2022705078125,123.1236343383789
2019-05-30,-2.0201950073242188,5.840087890625,0.7785110473632812,123.90214538574219
2019-05-31,-3.7841796875,-36.800048828125,-2.0201950073242188,121.88195037841797
2019-06-03,3.2717437744140625,-7.610107421875,-3.7841796875,118.09777069091797
2019-06-04,2.6311798095703125,58.820068359375,3.2717437744140625,121.36951446533203
2019-06-05,1.9610671997070312,22.8798828125,2.6311798095703125,124.00069427490234
